GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "12105","Polk, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",738381,804411,895766,1029634,1199202,1383145,1564674,1690740,1904825,2198857,2511872,2985678,3308242,3452120,3752174,4110432,4441065,4743098,5144012,5688370,6252503,6556679,6815714,7203889,7598387,8221179,8853107,9396345,9746932,10645419,11174894,11708270,12672035,12944176,13646294,14734852,16095306,16857753,17648497,18176582,17447041,18650683,19666336,19815333,19915841,20916503,21904119,22444145,24087049,25360562,27185956,29876967,32820004
 "12105","Polk, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",226879,230334,241479,252394,262049,274042,284417,289562,296048,301183,312723,324038,332973,339930,346080,354414,363802,372057,380106,389160,398231,407756,415136,423171,429224,438480,447182,454512,463519,471450,478047,485515,492917,501469,513058,527685,547373,568324,585982,594801,598683,602820,608513,612827,618786,629269,642067,658019,675948,695556,711750,729233,753520
 "12105","Polk, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3255,3492,3709,4079,4576,5047,5501,5839,6434,7301,8032,9214,9935,10155,10842,11598,12207,12748,13533,14617,15701,16080,16418,17024,17703,18749,19798,20673,21028,22580,23376,24115,25708,25813,26598,27924,29405,29662,30118,30559,29142,30939,32319,32334,32185,33239,34115,34109,35634,36461,38196,40970,43556
 "12107","Putnam, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",94067,106223,119814,135254,154950,174153,199866,222660,240250,270011,296084,343224,409086,464239,498653,533173,581847,635786,667525,727196,769438,820749,863467,942219,1003344,1031583,1116056,1137734,1174304,1215318,1261939,1335727,1465020,1528361,1613005,1664952,1742777,1821875,1905016,1961286,1923550,2008202,2054148,1996970,1963932,2016828,2085879,2199155,2316568,2402571,2498960,2723281,2994596
 "12107","Putnam, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",35733,36778,38633,40377,41637,43286,44777,45761,47264,47647,49352,50795,51685,53613,55748,57164,58359,59800,62073,62293,64018,65345,66330,66984,67868,68738,69314,70041,70388,70674,70499,70433,70585,71386,71853,72831,73792,74663,75107,74999,74546,74188,73483,72625,71935,71408,71248,71555,72414,72818,73018,73347,74167
 "12107","Putnam, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2632,2888,3101,3350,3721,4023,4464,4866,5083,5667,5999,6757,7915,8659,8945,9327,9970,10632,10754,11674,12019,12560,13018,14066,14784,15007,16101,16244,16683,17196,17900,18965,20755,21410,22449,22860,23617,24401,25364,26151,25804,27069,27954,27497,27301,28244,29276,30734,31991,32994,34224,37129,40376
 "12109","St. Johns, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",115358,121169,143290,160126,193413,222920,249799,279899,317803,369949,429837,511817,617794,703722,794491,922673,1040526,1175467,1332270,1555566,1775107,1961297,2069705,2292698,2450957,2641068,2912056,3214583,3630549,4120770,4410911,4867427,5206244,5367654,5763557,6796716,7673528,8756754,9524767,9944035,9326316,10255537,10979690,12018324,12343810,13129588,14035427,14927141,16598534,17989610,19596102,21152704,23415535
 "12109","St. Johns, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",30687,31261,32713,33948,35796,38273,40347,41736,43784,46164,48639,51950,54443,56861,59336,62684,66460,69931,72520,76318,80458,84825,87640,90168,94546,98440,102146,106954,111823,116290,119646,124522,129805,135770,142165,151717,160266,168480,175318,181720,186281,191240,196020,201893,209172,217456,225872,234315,243012,252757,263619,276916,292466
 "12109","St. Johns, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3759,3876,4380,4717,5403,5824,6191,6706,7258,8014,8837,9852,11348,12376,13390,14719,15656,16809,18371,20383,22063,23122,23616,25427,25923,26829,28509,30056,32467,35435,36866,39089,40108,39535,40541,44799,47880,51975,54329,54722,50066,53627,56013,59528,59013,60378,62139,63705,68303,71174,74335,76387,80062
 "12111","St. Lucie, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",163303,180054,204450,244056,292068,331127,365188,411637,467031,548831,661980,835986,952083,1058796,1203840,1256589,1381263,1535150,1697769,2009910,2234648,2399449,2509972,2624075,2794708,2980494,3221486,3435473,3618323,3865910,4024542,4362886,4769981,5070151,5464559,6291187,7039937,7601876,8151840,8697398,8414709,8595618,9139430,9554584,9667074,10202911,10849470,11715964,12291417,12989025,13987759,15159300,17192028
 "12111","St. Lucie, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",49627,51243,53574,55374,62237,66490,69156,71654,74189,77268,82084,88835,95284,101092,105866,111156,115949,121383,127710,134074,141851,152669,158173,163060,167735,172790,176229,180497,184633,187492,190349,193518,198459,205796,214924,228548,241965,255251,266860,273151,274344,278173,279891,281968,283873,288129,294841,302560,309391,315901,322986,331275,343579
 "12111","St. Lucie, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3291,3514,3816,4407,4693,4980,5281,5745,6295,7103,8065,9411,9992,10474,11371,11305,11913,12647,13294,14991,15753,15717,15869,16093,16661,17249,18280,19033,19597,20619,21143,22545,24035,24637,25426,27527,29095,29782,30547,31841,30672,30900,32654,33885,34054,35411,36798,38723,39728,41117,43308,45760,50038
 "12113","Santa Rosa, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",129520,147805,168737,196262,210227,236242,274226,299336,334846,384630,433451,493696,574423,642086,726578,811221,881195,958940,1039377,1135021,1243320,1355829,1470712,1615235,1739972,1889321,2036605,2244419,2418839,2576364,2704522,2953150,3304528,3468687,3733746,4110055,4462231,4823153,5121261,5337520,5331586,5610782,5940778,6156869,6167744,6493600,6767978,7295102,7790036,8139420,8767799,9459762,10432880
 "12113","Santa Rosa, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",36914,38073,40037,43123,45312,45974,48185,50539,51867,53571,55497,56602,58951,60595,62693,65129,67360,69777,72874,75676,79087,82434,85338,89507,93654,97636,101882,105871,110420,113687,116070,118360,121261,127438,131463,137241,141132,142983,146158,148538,149544,152926,155803,158297,160535,162862,166478,170257,174452,179618,184648,189133,193998
 "12113","Santa Rosa, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3509,3882,4215,4551,4640,5139,5691,5923,6456,7180,7810,8722,9744,10596,11589,12456,13082,13743,14263,14998,15721,16447,17234,18046,18579,19351,19990,21200,21906,22662,23301,24951,27251,27219,28401,29948,31617,33732,35039,35934,35652,36690,38130,38894,38420,39872,40654,42848,44654,45315,47484,50016,53778
 "12115","Sarasota, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",540041,619582,706725,817334,969127,1097951,1194933,1352559,1568257,1858772,2165192,2582524,3104981,3286711,3707213,4215809,4679975,5110618,5576831,6140108,7214854,7641334,7753706,8190165,8473111,9106244,9500676,10088280,10785252,11709517,12115784,13156154,13200398,13518352,14233682,15803487,17248489,18586288,18959609,18631425,16953505,17429979,18461412,19416027,19950833,22052048,23789178,24762875,26827089,28628546,31047512,32705125,35234656
 "12115","Sarasota, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",114996,122342,131668,138708,150587,160701,162643,167846,174928,185141,194983,204462,212922,221098,230632,239277,246263,252685,259086,265492,271278,279748,286249,288852,293277,299472,304165,308435,313810,318837,322839,327165,333707,340590,347862,357751,367912,371361,375325,377178,377262,379782,381492,385113,388007,393786,401505,409033,414936,420953,428249,435664,447057
 "12115","Sarasota, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4696,5064,5367,5892,6436,6832,7347,8058,8965,10040,11105,12631,14583,14865,16074,17619,19004,20225,21525,23127,26596,27315,27087,28354,28891,30408,31235,32708,34369,36726,37529,40213,39557,39691,40918,44175,46882,50049,50515,49397,44938,45895,48393,50416,51419,56000,59250,60540,64654,68009,72499,75070,78815
 "12117","Seminole, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",265640,303206,369745,459903,581399,665798,744162,851445,982547,1208355,1470758,1794864,2107422,2374253,2664991,3052452,3406337,3800966,4168725,4758100,5301759,5725928,6456406,6886232,7323354,7713458,8154599,8727791,9388093,10241068,10918413,11684311,12232109,12530132,13029112,13973280,15009380,16010809,16580883,16322618,15130613,15658991,16272492,17053048,17320752,18328453,19700508,20295995,21828877,23120040,23903991,24926650,27518782
 "12117","Seminole, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",81394,85065,91817,107203,122103,133195,138838,143321,152085,160154,170694,181968,190494,198477,209074,220055,231458,242306,253096,263767,275027,291169,301800,310063,317546,325369,331587,337858,346139,353202,360168,367378,374593,382846,388141,395230,406840,413218,413571,416564,419788,423008,426061,430038,434780,440443,447104,454535,461014,465849,469164,471058,470093
 "12117","Seminole, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3264,3564,4027,4290,4762,4999,5360,5941,6461,7545,8616,9864,11063,11962,12747,13871,14717,15687,16471,18039,19277,19665,21393,22209,23062,23707,24593,25833,27122,28995,30315,31805,32654,32729,33568,35355,36893,38747,40092,39184,36043,37018,38193,39655,39838,41614,44062,44652,47350,49630,50950,52916,58539
 "12119","Sumter, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",34451,39947,45938,54241,65269,72053,82166,90468,100157,118028,139092,160289,178038,197747,221897,244871,266999,288735,311323,340492,374445,391807,412782,447580,469677,502119,549588,611563,661289,709925,775018,830686,973608,1082004,1230183,1435652,1693071,1991434,2155195,2396276,2590806,2859564,3327597,3852308,4141542,4455369,4846375,5354778,5770565,6311583,7504448,7971565,8719140
 "12119","Sumter, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",14719,14967,15797,17780,19143,20453,20999,22056,22324,22835,23318,24439,25063,25822,26577,27362,28313,29217,29771,30161,30990,31882,32863,33804,34764,36149,38441,42871,46611,48767,51725,53738,55793,59539,61934,64456,69261,76202,82101,86433,90643,94149,97300,100399,104970,109601,113691,117868,120106,123269,126746,130897,135638
 "12119","Sumter, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2341,2669,2908,3051,3410,3523,3913,4102,4487,5169,5965,6559,7104,7658,8349,8949,9430,9882,10457,11289,12083,12289,12561,13240,13510,13890,14297,14265,14187,14557,14983,15458,17450,18173,19863,22273,24445,26134,26251,27724,28583,30373,34199,38370,39455,40651,42628,45430,48046,51202,59209,60900,64282
 "12121","Suwannee, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",41085,44989,52056,57547,71588,75869,88719,97930,101564,117212,128931,144617,171053,191184,204058,237754,245762,269715,282660,323896,362022,395547,416075,445631,470522,497388,539902,583721,602185,641403,663321,687140,736202,748164,785229,857477,910930,981131,1093129,1110757,1086897,1191047,1269450,1319047,1256647,1321935,1428040,1373129,1430848,1475807,1484543,1595609,1736661
 "12121","Suwannee, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",15666,15664,16389,17041,17690,18067,19448,20522,21527,21882,22433,22459,23108,23619,24084,24533,24742,25232,25514,25728,26412,26918,27792,28445,29264,29905,30443,31671,32688,33516,34220,35071,35679,36186,36812,37597,38687,39533,40309,40774,41263,42298,43207,43247,43166,43236,43005,43054,43199,43151,43236,43510,44485
 "12121","Suwannee, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2623,2872,3176,3377,4047,4199,4562,4772,4718,5357,5747,6439,7402,8095,8473,9691,9933,10689,11079,12589,13707,14695,14971,15666,16079,16632,17735,18431,18422,19137,19384,19593,20634,20676,21331,22807,23546,24818,27119,27242,26341,28158,29381,30500,29112,30575,33206,31893,33122,34201,34336,36672,39039
 "12123","Taylor, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",36927,40821,44739,49967,57795,63860,70581,77093,86980,93897,105425,121072,140767,154176,160247,172685,180107,194122,196354,211938,224530,235727,240278,257790,263216,285067,303121,320342,329714,346078,355689,374419,434014,441163,450755,479605,504291,519795,551339,562470,557090,607120,604027,591812,589170,595181,623808,611807,629568,659988,665230,719613,766918
 "12123","Taylor, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",13654,13546,13542,13883,14459,14801,15595,15613,15961,16500,16767,16600,16841,16972,16976,16956,16998,17149,17260,16971,17089,17168,17398,17348,17322,17457,18081,18852,18854,19127,19467,19233,19379,19465,20011,20093,20515,20793,21805,22356,22482,22598,22687,22799,22937,22663,22451,22203,21903,21659,21689,21760,21815
 "12123","Taylor, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2704,3014,3304,3599,3997,4315,4526,4938,5450,5691,6288,7293,8359,9084,9440,10184,10596,11320,11376,12488,13139,13731,13811,14860,15195,16330,16765,16992,17488,18094,18271,19468,22396,22664,22525,23869,24582,24999,25285,25160,24779,26866,26624,25958,25686,26262,27785,27555,28743,30472,30671,33070,35156
 "12125","Union, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",14035,16966,20055,23693,29407,31370,33576,35706,37051,40300,44414,47918,55378,62467,69676,76597,80232,80923,87648,93992,99793,105172,111518,119966,127556,135525,145803,152240,166810,173412,182052,190761,199368,200698,213926,225510,235136,242539,248085,246996,252952,272594,278152,276448,280090,288003,300418,302208,323168,333672,343690,372412,413156
 "12125","Union, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",7919,8218,8722,8843,8974,9142,9906,10530,10356,10754,10534,10173,10187,10961,10717,10628,10610,10424,10460,9986,10165,10293,11341,11455,11949,12553,12500,12743,12855,13089,13438,13450,13598,13662,13787,14470,14856,14873,15419,15718,15340,15574,15422,15471,15460,15648,15750,15831,16133,16067,16070,16126,16335
 "12125","Union, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1772,2064,2299,2679,3277,3431,3389,3391,3578,3747,4216,4710,5436,5699,6501,7207,7562,7763,8379,9412,9817,10218,9833,10473,10675,10796,11664,11947,12976,13249,13548,14183,14662,14690,15517,15585,15828,16307,16090,15714,16490,17503,18036,17869,18117,18405,19074,19090,20031,20768,21387,23094,25293
 "12127","Volusia, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",565169,623475,695180,794022,938769,1061613,1179295,1294498,1449515,1676150,1945414,2330583,2736448,2974802,3331038,3724383,4099288,4461987,4809253,5290426,5816095,6189626,6371819,6704227,7052919,7438684,7974454,8473942,8943207,9428086,9837574,10608220,11548013,12112290,12867072,13978391,14889152,15907127,16718703,16906684,15875251,16717630,17154929,17699989,17786463,18770158,19784863,20865961,22125171,23419158,25561613,26979379,29893649
 "12127","Volusia, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",166916,170447,177389,184519,198005,210689,217814,222069,229020,237391,250417,261444,271680,281884,291283,300615,311180,321886,334145,346771,358597,374200,384098,392223,399757,407652,413419,418485,426349,432368,438368,444935,451103,458248,466074,476845,486297,494748,498935,497366,494688,494325,493871,495464,498886,504645,514116,525414,534404,542089,548386,554901,564412
 "12127","Volusia, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3386,3658,3919,4303,4741,5039,5414,5829,6329,7061,7769,8914,10072,10553,11436,12389,13173,13862,14393,15256,16219,16541,16589,17093,17643,18248,19289,20249,20976,21806,22441,23842,25600,26432,27607,29314,30617,32152,33509,33992,32091,33819,34736,35724,35652,37195,38483,39713,41402,43202,46612,48620,52964
 "12129","Wakulla, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",15243,17295,21814,25643,30225,35016,40123,44649,49135,55266,63739,74146,84637,91414,102314,112453,125850,141886,151720,172188,192847,212996,227741,244380,264127,287895,345912,383410,422303,445555,477167,529151,589353,592091,629454,665664,713504,768362,829503,879052,870897,905332,924827,931364,926416,971655,1012664,1074021,1134523,1204191,1306456,1411382,1584264
 "12129","Wakulla, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",6221,6393,6802,7378,8339,8966,9109,9540,9801,9869,10456,10891,10886,11218,11607,12108,12407,12589,12736,13218,13594,14437,15175,16005,17001,17886,18912,19916,20765,21314,22299,22924,23779,24458,25062,25832,26706,27785,28588,29183,30459,30815,30932,30780,30893,31266,31341,31667,31790,32065,33283,33907,34690
 "12129","Wakulla, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2450,2705,3207,3476,3625,3905,4405,4680,5013,5600,6096,6808,7775,8149,8815,9287,10143,11271,11913,13027,14186,14753,15008,15269,15536,16096,18291,19251,20337,20904,21399,23083,24785,24208,25116,25769,26717,27654,29016,30122,28592,29380,29899,30259,29988,31077,32311,33916,35688,37555,39253,41625,45669
 "12131","Walton, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",37044,41779,48380,54852,64036,72836,80635,87930,95168,110928,125091,140773,159825,174598,190563,220909,239869,260612,267653,293124,320316,353284,388403,430973,475340,517961,568970,613979,653907,706329,753901,828435,935896,1031143,1173418,1439009,1632638,1852853,1887367,1990112,1997535,2211521,2369348,2667791,2754543,3029349,3332970,3684459,4066119,4569546,5302083,5683496,6302522
 "12131","Walton, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",15850,16207,17027,16956,17299,17831,18402,18890,19707,19881,20352,21425,21886,22668,23326,24222,25249,26155,26828,27174,27643,27837,29681,30545,31552,33229,34584,36032,37768,38728,39864,40755,42391,43935,45578,47518,49392,51145,52355,53563,54534,55201,55546,57090,59044,60990,62821,65088,67628,70303,73461,75855,80069
 "12131","Walton, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2337,2578,2841,3235,3702,4085,4382,4655,4829,5580,6146,6571,7303,7702,8170,9120,9500,9964,9977,10787,11588,12691,13086,14109,15065,15588,16452,17040,17314,18238,18912,20327,22078,23470,25745,30283,33055,36227,36049,37155,36629,40063,42656,46730,46652,49670,53055,56607,60125,64998,72175,74926,78714
 "12133","Washington, FL",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",24255,26559,30405,34934,42488,47162,52914,58159,63243,74142,83880,91708,101677,113179,122792,138839,145654,153479,163763,180055,193107,208788,224974,244040,254625,269357,295214,315714,335993,351267,367992,384287,409870,425865,454115,493752,531265,561795,592137,611293,605198,647652,659154,632207,629175,644834,672462,691762,717084,750369,786998,853426,924107
 "12133","Washington, FL",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",11474,11534,12034,12435,12642,13171,13441,13378,14056,14154,14398,14578,14827,15112,15387,15585,15635,15712,16087,16462,16664,16972,17238,17372,17837,18010,19009,19843,20378,20497,20870,21023,21316,21287,21537,21967,22216,22860,23469,24706,24693,24713,24450,24627,24335,24078,24280,24142,24196,24408,25142,25357,25436
 "12133","Washington, FL",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2114,2303,2527,2809,3361,3581,3937,4347,4499,5238,5826,6291,6858,7489,7980,8909,9316,9768,10180,10938,11588,12302,13051,14048,14275,14956,15530,15911,16488,17137,17633,18279,19228,20006,21085,22477,23914,24575,25231,24743,24509,26207,26959,25671,25855,26781,27696,28654,29636,30743,31302,33656,36331
 "13000","Georgia",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",14980053,16310397,18009654,20206129,22848185,25067819,27084317,30146592,33332134,37818959,42321274,47192827,53458827,57866802,63379476,71862580,78685453,85846419,92434090,100796670,108619295,116149869,121895048,131979043,140173332,150941952,162948300,176085673,187547917,205649667,219284087,237369666,249320731,256379952,266411419,280916744,298525829,318543834,333611490,336828308,329744586,338275543,361250577,371456775,377202210,402790922,427437432,444023658,469213499,493507358,522393012,557601204,602464048
 "13000","Georgia",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",4551000,4605421,4710272,4807151,4906940,4994870,5058535,5126155,5211771,5286148,5391265,5486174,5568346,5649788,5728248,5834943,5962639,6084645,6208479,6316139,6411117,6512602,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712576,9805488,9906963,9980513,10077700,10191467,10318225,10428498,10532566,10642947,10725800,10799566
 "13000","Georgia",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3292,3542,3823,4203,4656,5019,5354,5881,6396,7154,7850,8602,9600,10242,11064,12316,13196,14109,14888,15959,16942,17835,18322,19360,20087,21090,22235,23475,24404,26152,27254,28851,29762,30133,30896,32034,33445,34791,35680,35438,34274,34829,36842,37495,37794,39969,41941,43033,44993,46855,49083,51987,55786
 "13001","Appling, GA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",26143,31043,36680,46767,54911,56580,64640,70875,69901,86607,88489,91855,116835,129558,135829,159210,156844,172412,172685,176694,186734,192602,213227,225182,237590,267649,275889,290346,304581,311227,326808,341958,345935,341598,363479,374412,392536,393791,420070,440111,451326,469235,506125,510623,521759,540338,580377,588422,612617,622250,654300,716440,773961
 "13001","Appling, GA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",12457,12827,13341,13647,14376,14546,14765,15185,15536,15527,15205,15529,15362,15601,15787,15977,15857,15745,15719,15814,15749,15776,16020,16172,16273,16323,16540,16728,16892,17116,17323,17396,17455,17502,17732,17740,17769,17725,17985,18133,18144,18339,18473,18406,18402,18514,18475,18508,18522,18624,18484,18428,18488
 "13001","Appling, GA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2099,2420,2749,3427,3820,3890,4378,4667,4499,5578,5820,5915,7605,8304,8604,9965,9891,10950,10986,11173,11857,12209,13310,13924,14600,16397,16680,17357,18031,18183,18866,19657,19819,19518,20498,21106,22091,22217,23357,24271,24875,25587,27398,27742,28353,29185,31414,31793,33075,33411,35398,38878,41863
 "13003","Atkinson, GA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",11802,12392,13820,16037,19732,21180,23319,24842,24009,29668,31676,33419,41926,48330,50811,57730,58444,63150,64797,71752,77679,80241,83158,92080,96306,110388,118316,126487,129160,134629,141959,136372,143897,144704,155714,163459,172932,172671,177163,192239,188246,182232,197389,200166,206691,207654,228733,221872,238413,240417,248210,268969,298104
 "13003","Atkinson, GA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",5969,5826,5706,5799,5932,5957,6008,6091,6124,6187,6085,6151,6180,6177,6132,6196,6332,6373,6298,6265,6231,6223,6240,6330,6579,6718,6914,7160,7373,7408,7575,7591,7641,7748,7990,7985,8096,8197,8346,8366,8386,8361,8348,8235,8235,8175,8285,8238,8194,8271,8188,8301,8391
 "13003","Atkinson, GA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1977,2127,2422,2765,3326,3555,3881,4078,3920,4795,5206,5433,6784,7824,8286,9317,9230,9909,10289,11453,12467,12894,13327,14547,14638,16432,17113,17666,17518,18173,18740,17965,18832,18676,19489,20471,21360,21065,21227,22979,22448,21795,23645,24307,25099,25401,27608,26933,29096,29067,30314,32402,35527
 "13005","Bacon, GA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",19623,22381,24858,27861,31399,36941,37802,39430,41530,49189,51132,55979,63182,66344,70825,81776,85895,93616,101801,111175,117378,120869,130304,139212,145931,157303,166273,174519,176340,186480,189779,198452,206506,199378,210613,217852,226772,227581,243198,261177,264309,270908,295229,297645,303298,315398,331040,338341,352033,349276,365513,420468,437302
 "13005","Bacon, GA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",8182,8290,8509,8631,8868,8930,9091,9225,9355,9324,9230,9402,9477,9577,9648,9734,9718,9732,9884,9701,9620,9570,9557,9700,9944,10138,10154,10131,10036,10053,10053,10131,10133,10101,10253,10283,10552,10682,10968,10987,11134,11064,11162,11172,11203,11215,11271,11323,11267,11167,11178,11123,11079
 "13005","Bacon, GA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2398,2700,2921,3228,3541,4137,4158,4274,4439,5276,5540,5954,6667,6927,7341,8401,8839,9619,10300,11460,12201,12630,13634,14352,14675,15516,16375,17226,17571,18550,18878,19589,20380,19738,20542,21186,21491,21305,22173,23771,23739,24486,26449,26642,27073,28123,29371,29881,31245,31278,32699,37802,39471
 "13007","Baker, GA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",7534,8608,10173,10473,13311,16476,16273,17186,16140,19712,23709,20560,28526,29423,31206,42198,40243,40726,41207,46821,46426,47157,52021,53625,55969,64901,72590,72688,74352,74559,78262,81449,89370,91985,96675,92198,100345,97243,103081,105297,95477,103446,118592,126444,125355,109003,107026,110079,105811,108929,122066,128534,144377
 "13007","Baker, GA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",3859,3822,3608,3706,3903,3800,3726,3753,3847,3879,3820,3807,3796,3916,3870,3779,3827,3793,3783,3690,3647,3617,3741,3722,3871,3876,3987,3980,4056,4003,4089,4025,4005,3923,4124,4024,3967,3877,3706,3728,3560,3427,3293,3338,3300,3228,3121,3101,3062,2982,2929,2844,2819
 "13007","Baker, GA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1952,2252,2820,2826,3410,4336,4367,4579,4195,5082,6207,5401,7515,7514,8064,11166,10516,10737,10893,12689,12730,13038,13906,14408,14459,16744,18207,18263,18331,18626,19140,20236,22315,23448,23442,22912,25295,25082,27815,28245,26819,30186,36013,37880,37986,33768,34292,35498,34556,36529,41675,45195,51216
 "13009","Baldwin, GA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",75061,80489,89140,98622,113293,130199,143707,164071,180483,204881,235044,264831,305569,327547,360892,387921,415810,452220,481893,523998,571598,607315,662188,708505,756536,789678,847518,888184,924095,973339,1000730,1032606,1003939,1058758,1078099,1075915,1110458,1149062,1169933,1233391,1223929,1216886,1257521,1280462,1283673,1347025,1375944,1384611,1434509,1461429,1531468,1656075,1774968
 "13009","Baldwin, GA",5,CAINC1,2,"...","Population (persons) 1/","Number of persons",34799,34269,34935,33913,34201,34320,35735,34613,34806,33783,34455,34835,35366,36758,37242,37478,38241,38520,38897,39345,39465,39627,40252,40895,41759,42089,42709,43223,43721,43968,44440,44684,44764,45203,45433,45967,46304,46513,47336,47855,47087,45671,45016,46222,45760,45360,44880,44448,44058,43938,43814,43773,43781
 "13009","Baldwin, GA",5,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2157,2349,2552,2908,3313,3794,4021,4740,5185,6065,6822,7602,8640,8911,9690,10351,10873,11740,12389,13318,14484,15326,16451,17325,18117,18762,19844,20549,21136,22137,22519,23109,22427,23422,23729,23406,23982,24704,24716,25774,25993,26645,27935,27702,28052,29696,30658,31151,32560,33261,34954,37833,40542
 "13011","Banks, GA",5,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",14906,14988,16372,19334,23707,24937,30346,34661,37819,45480,49424,55420,60711,66636,78471,91805,97364,105732,107437,122338,139322,146393,157526,175497,190130,205926,218177,247727,265524,290347,311117,322131,355173,357075,373208,407006,426052,415072,454191,488358,472060,475340,476629,523367,533139,563556,599160,602940,654900,678545,690901,724325,812388
