yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
51642021,5164,2021,IL0490700,IL0490700,,N,N,,I,HIGHLAND PARK,HIGHLAND PARK PD,Highland Park,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,29392,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,47,5,52,8,5,13,1.9,2.2,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51672021,5167,2021,IL0491000,IL0491000,,N,N,,I,LAKE FOREST,LAKE FOREST PD,Lake Forest,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,19378,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2006-12-01,2021-02-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51692021,5169,2021,IL0491200,IL0491200,,N,N,,I,LAKE ZURICH,LAKE ZURICH PD,Lake Zurich,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,19764,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,27,4,31,4,15,19,1.6,2.5,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51712021,5171,2021,IL0491400,IL0491400,,N,N,,I,MUNDELEIN,MUNDELEIN PD,Mundelein,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,30936,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,N,,,,,,,,,2006-12-01,2021-01-01,2022-02-01,2022-02-01,2022-02-01,2022-02-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51772021,5177,2021,IL0492000,IL0492000,,N,N,,I,WAUCONDA,WAUCONDA PD,Wauconda,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,13410,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2006-12-01,2020-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51872021,5187,2021,IL0493000,IL0493000,,N,N,,I,LINDENHURST,LINDENHURST PD,Lindenhurst,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,14070,23367,ILUCR0001,Illinois State Police,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51912021,5191,2021,IL0493600,IL0493600,,N,N,,I,KILDEER,KILDEER PD,Kildeer,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4002,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,1,9,0,1,1,2.0,2.5,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LAKE,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
51992021,5199,2021,IL0500100,IL0500100,,N,N,,I,LA SALLE,LA SALLE PD,La Salle,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,8825,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2006-12-01,2021-11-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,LA SALLE,Not Specified,Y,Y,Y
52042021,5204,2021,IL0500700,IL0500700,,N,N,,I,OTTAWA,OTTAWA PD,Ottawa,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,18017,23367,ILUCR0001,Illinois State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,6,37,4,9,13,1.9,2.8,2006-12-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LA SALLE,Not Specified,Y,Y,Y
52072021,5207,2021,IL0501000,IL0501000,,N,N,,I,STREATOR,STREATOR PD,Streator,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,12833,23367,ILUCR0001,Illinois State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,,,,,,,,,2006-12-01,2021-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,"LA SALLE, LIVINGSTON",Not Specified,Y,Y,Y
